obj_id,tex
0ae964801539411d,A polar bear is searching for food on the ice rock
b2155ffa27d015f8,polar bear male
b2155ffa27d015f8,A polar bear is searching for food on the ice rock
cb6ef21b1c71cbbb,polar bear male
cb6ef21b1c71cbbb,A polar bear is searching for food on the ice rock
4f721ca24c1ea9ee,bird
4f721ca24c1ea9ee,A grey sparrow is foraging on the ground
8d32b020126e6e8c,bird
8d32b020126e6e8c,A grey sparrow is foraging on the ground
92daae9f6dbb128e,bird
92daae9f6dbb128e,A grey sparrow is foraging on the ground
3bf1ce0d8b192e34,wolf
bfdb497b62c53c6d,wolf
ff4fb6cb32c1c467,wolf
01fea2892d3dcb14,bird
4a295ba0a7ded399,bird
eac21a4b02e6e24a,bird
530c82165054bf61,bonobo juvenile
530c82165054bf61,A bonobo is standing and playing on the sand
6c4d2f2a280f3a90,bonobo juvenile
6c4d2f2a280f3a90,A bonobo is standing and playing on the sand
f8c35c11d6367ad1,bonobo juvenile
f8c35c11d6367ad1,A bonobo is standing and playing on the sand
88652c4cf16deeda,bird
a3dc68476353e506,bird
d3ba454970b6abd8,bird
0a77cd2a91dfff53,western lowland gorilla male
5544db19d7450c08,western lowland gorilla male
d52126f39607d7e5,western lowland gorilla male
4ed71d8d8944949a,rabbit
a2a17167753efcb1,rabbit
e74b025c2133655a,rabbit
8504af9b6f6829dc,bornean orangutan female
8504af9b6f6829dc,A female Bornean orangutan is moving from tree to tree
25a5dff1c2e3fd6c,bird
3bd22b60871f3c97,bird
6586d4fbdf3bbddb,bird
75a51a0bc964ed21,bird
75a51a0bc964ed21,A tiny bird is perching on the post
f4ae012475c8b50a,bird
f4ae012475c8b50a,A tiny bird is perching on the post
4581d98eaf09d27b,indian elephant female
688c7d507ae9f253,indian elephant female
d46d18fabb157728,indian elephant female
787871da8b795d39,komodo dragon juvenile
787871da8b795d39,A komodo dragon is preparing to attack the prey
6892964be383453f,rhinoceros
8f42f036627160ae,rhinoceros
c0dcb96c756dbfc5,rhinoceros
4d5af5360a844b3f,malayan tapir male
4d5af5360a844b3f,A male Baird tapir is seeking out water
4d5af5360a844b3f,A Malayan tapir is foraging for leaves around the tree
6a6002c745899757,malayan tapir male
6a6002c745899757,A male Baird tapir is seeking out water
6a6002c745899757,A Malayan tapir is foraging for leaves around the tree
94ee98fd5cf5e505,dhole juvenile
94ee98fd5cf5e505,A juvenile dhole is moving and playing in the forest
c75a9c7c8b59efc9,dhole juvenile
c75a9c7c8b59efc9,A juvenile dhole is moving and playing in the forest
ff2eff3e8be69c85,dhole juvenile
ff2eff3e8be69c85,A juvenile dhole is moving and playing in the forest
52568b7512b8c478,lesser antillean iguana
7b3c2502ab3aacc5,lesser antillean iguana
88028a0e4ac75667,lesser antillean iguana
3c203e2dbdf1bea7,crow
3c203e2dbdf1bea7,A brown crow is foraging for food in fields
4e3036c53e50beed,crow
4e3036c53e50beed,A brown crow is foraging for food in fields
d3f5de25c5cfe10b,crow
d3f5de25c5cfe10b,A brown crow is foraging for food in fields
1469459f7ebe496c,western chimpanzee male
1469459f7ebe496c,A female Bornean orangutan is moving from tree to tree
49296a65591751f1,western chimpanzee male
49296a65591751f1,A female Bornean orangutan is moving from tree to tree
706e6d63c0a59998,western chimpanzee male
706e6d63c0a59998,A female Bornean orangutan is moving from tree to tree
89defea2383d8c4c,western chimpanzee male
89defea2383d8c4c,A female Bornean orangutan is moving from tree to tree
f8b337766428bd4e,western chimpanzee male
f8b337766428bd4e,A female Bornean orangutan is moving from tree to tree
2d0e5e5ef940e212,african elephant male
55a985eef253a7a0,african elephant male
e9b85e6177ccf14d,african elephant male
5716d05c503ca41e,indian rhinoceros female
52fde79d27bfeafd,west african lion male
70de0fdcbaf1302f,west african lion male
a86071b0d9d7d0da,west african lion male
2acea48879fd7fec,dingo juvenile
2acea48879fd7fec,A tiny young dingo is basking in the sun near the lake
3575419b4b9d1e89,dingo juvenile
3575419b4b9d1e89,A tiny young dingo is basking in the sun near the lake
d1fa77c870715aa6,dingo juvenile
d1fa77c870715aa6,A tiny young dingo is basking in the sun near the lake
fb9353dc68b766dd,snow leopard female
d6e0c1df4a6727ef,okapi female
fa19e2ec35f90a50,okapi female
bbe5a083ba234197,hippopotamus male
c4ee709c2845df96,hippopotamus male
d2262a2bf815bca0,hippopotamus male
032fb59a082e3095,sk
032fb59a082e3095,A golden eagle is soaring over the river
087d185ae42e6026,sk
087d185ae42e6026,A golden eagle is soaring over the river
d7ec8c861271c6b9,sk
d7ec8c861271c6b9,A golden eagle is soaring over the river
46f3bcef53438440,siberian tiger juvenile
6f58684956f448da,siberian tiger juvenile
c6cbe6d259d1c457,siberian tiger juvenile
95fbfda2a354bacc,pig
95fbfda2a354bacc,A brown pig is slow-moving away the mud
d30fb376f0eaea2b,pig
d30fb376f0eaea2b,A brown pig is slow-moving away the mud
ee0a634b331b5a2a,pig
ee0a634b331b5a2a,A brown pig is slow-moving away the mud
3730d6a7fdb0e4a8,nile monitor juvenile
3730d6a7fdb0e4a8,A komodo dragon is preparing to attack the prey
3730d6a7fdb0e4a8,A juvenile Nile monitor is crawling on the sand near the river
7bc562527a894ac8,nile monitor juvenile
7bc562527a894ac8,A komodo dragon is preparing to attack the prey
7bc562527a894ac8,A juvenile Nile monitor is crawling on the sand near the river
aaf18dc46614568f,nile monitor juvenile
aaf18dc46614568f,A komodo dragon is preparing to attack the prey
aaf18dc46614568f,A juvenile Nile monitor is crawling on the sand near the river
bdf5128b241959b8,nile monitor juvenile
bdf5128b241959b8,A komodo dragon is preparing to attack the prey
bdf5128b241959b8,A juvenile Nile monitor is crawling on the sand near the river
e17edb72cc31de14,nile monitor juvenile
e17edb72cc31de14,A komodo dragon is preparing to attack the prey
e17edb72cc31de14,A juvenile Nile monitor is crawling on the sand near the river
00b174d953f27354,greater flamingo male
3bbdb934e5cf5e7c,greater flamingo male
dcdd9defb7654a69,greater flamingo male
9d9e8b57fde29a41,indian peafowl juvenile
a5842e12a9200d43,indian peafowl juvenile
fca89dbdefa84fb9,indian peafowl juvenile
11395e357f045559,bengal tiger male
11395e357f045559,A female west african lion is roaming the savannas
11395e357f045559,A Bengal tiger is standing to watch the prey
15f5184dd981d634,bengal tiger male
15f5184dd981d634,A female west african lion is roaming the savannas
15f5184dd981d634,A Bengal tiger is standing to watch the prey
467501864d76cbbd,bengal tiger male
467501864d76cbbd,A female west african lion is roaming the savannas
467501864d76cbbd,A Bengal tiger is standing to watch the prey
7939a5fa2ffed845,bengal tiger male
7939a5fa2ffed845,A female west african lion is roaming the savannas
7939a5fa2ffed845,A Bengal tiger is standing to watch the prey
7aa5b3344260a6c8,bengal tiger male
7aa5b3344260a6c8,A female west african lion is roaming the savannas
7aa5b3344260a6c8,A Bengal tiger is standing to watch the prey
a3f337038d154765,deerdoe
a3f337038d154765,A whitetail deer doe is resting in the shade
da0da90b4c6c9621,deerdoe
da0da90b4c6c9621,A whitetail deer doe is resting in the shade
ea4680eb71358a11,deerdoe
ea4680eb71358a11,A whitetail deer doe is resting in the shade
1e87934cd4d7e8ee,llama male
1e87934cd4d7e8ee,A small llama is running from the predator
29550f9c0b8e7d7a,llama male
29550f9c0b8e7d7a,A small llama is running from the predator
bc362ef90482b082,llama male
bc362ef90482b082,A small llama is running from the predator
1dacb6cdad209643,goat
9e10ab1de79421ec,goat
ea0a0d3cb57de45c,goat
87941f22ae04cfa1,springbok male
afb009152b8ff33c,springbok male
e242947fb36276d8,springbok male
4b7e6d7c00dc221c,babirusa juvenile
79c95869e0d37be3,babirusa juvenile
f5749752ed4a8e10,babirusa juvenile
0ac1112120f956e6,cassowary juvenile
592aba62e8462b16,cassowary juvenile
b54319c9bb0ede4d,cassowary juvenile
1564b04086c2c084,cassowary female
1564b04086c2c084,A female cassowary is standing near the river to watch the waterfall
2dfa7571f2321b9e,cassowary female
2dfa7571f2321b9e,A female cassowary is standing near the river to watch the waterfall
b609dc59b3039257,cassowary female
b609dc59b3039257,A female cassowary is standing near the river to watch the waterfall
6c280b75a4128f8b,koala male
6c280b75a4128f8b,A great koala is hugging its child on the tree
b1fc2b6ab1cbb8e7,koala male
b1fc2b6ab1cbb8e7,A great koala is hugging its child on the tree
d086e2ba9427d224,koala male
d086e2ba9427d224,A great koala is hugging its child on the tree
15b3a52de1d155f8,jaguar male
15b3a52de1d155f8,A Bengal tiger is standing to watch the prey
1d502beefbc7697e,jaguar male
1d502beefbc7697e,A Bengal tiger is standing to watch the prey
2ce177087a5b7860,jaguar male
2ce177087a5b7860,A Bengal tiger is standing to watch the prey
a64e0155977494f6,jaguar male
a64e0155977494f6,A Bengal tiger is standing to watch the prey
a92a71ac204d0223,jaguar male
a92a71ac204d0223,A Bengal tiger is standing to watch the prey
1bb180982752f261,pigeon
1bb180982752f261,A white pigeon is flying to the top of the mountain
29e9d7cf62ed365b,pigeon
29e9d7cf62ed365b,A white pigeon is flying to the top of the mountain
4cce9c8ae0103550,pigeon
4cce9c8ae0103550,A white pigeon is flying to the top of the mountain
1cb8783b0b728483,cat
5f76ff02b2bd8554,cat
78c02d222c27bc25,cat
f807a75c0e3429fa,cat
0c273d5ab5435bff,arctic wolf male
25d8bb2c5103d784,arctic wolf male
800132a29257a00e,arctic wolf male
8e2cb9cc846f26a7,arctic wolf male
97eb2ab380ceac87,arctic wolf male
c9318b8622922822,arctic wolf male
39fa25fa685a2a71,gemsbok juvenile
39fa25fa685a2a71,A young gemsbok is resting under the tree
7115af5fd3e62ca0,gemsbok juvenile
7115af5fd3e62ca0,A young gemsbok is resting under the tree
9e2c640d53381d60,gemsbok juvenile
9e2c640d53381d60,A young gemsbok is resting under the tree
575052b4c7230c8b,great horned owl
575052b4c7230c8b,A great horned owl is flying over the forest
72f7a445bff185f8,great horned owl
72f7a445bff185f8,A great horned owl is flying over the forest
9946e34f45632be6,great horned owl
9946e34f45632be6,A great horned owl is flying over the forest
56e73e1ef7d75a43,bird
9aa017336678933a,bird
ee348416503b399b,bird
86e6f532243c9e95,king penguin male
ad790b0a529e2267,king penguin male
c6902f10d0efd8be,king penguin male
57b24bbdb0c2985f,formosan black bear juvenile
57b24bbdb0c2985f,A Formosan black bear is seeking shelter in dens
9047b88a1daca816,formosan black bear juvenile
9047b88a1daca816,A Formosan black bear is seeking shelter in dens
e76f366074e000b0,formosan black bear juvenile
e76f366074e000b0,A Formosan black bear is seeking shelter in dens
9115ebf2eb5e3dd1,bird
9115ebf2eb5e3dd1,A medium bird is bathing on the lake
bb306902252799be,bird
bb306902252799be,A medium bird is bathing on the lake
d6654dc72b2fc814,bird
d6654dc72b2fc814,A medium bird is bathing on the lake
08d73e04780a95a5,african buffalo juvenile
42e032de7218c164,african buffalo juvenile
e16916d53f03e59f,african buffalo juvenile
7907e0dc70c44f92,babirusa male
7aa6307caf88079d,babirusa male
7e425f2c7bd1de87,babirusa male
20b5e565c2f67b81,grizzly bear male
342d50ae23716421,grizzly bear male
8e05fa0fab7d7e0f,grizzly bear male
8f2b6f200d420b7e,grizzly bear male
c4cb6c13af0fba27,grizzly bear male
dd986bc1a049ef4b,grizzly bear male
b922cbe2403df658,giant panda female
c9d2d69ecab50fcc,giant panda female
d6f67448fad3e49d,giant panda female
6f4322bbfcbf58b6,arctic wolf juvenile
efc57137562e8eeb,arctic wolf juvenile
f45311b54d5d3fe4,arctic wolf juvenile
426a1b89dcfa2b6d,bornean orangutan juvenile
426a1b89dcfa2b6d,A young Bornean orangutan is standing and playing in the forest canopy
5e9c1bf43507f405,bornean orangutan juvenile
5e9c1bf43507f405,A young Bornean orangutan is standing and playing in the forest canopy
73796850790b70ca,bornean orangutan juvenile
73796850790b70ca,A young Bornean orangutan is standing and playing in the forest canopy
4aeadac4ffc25dab,ring tailed lemur male
4aeadac4ffc25dab,A ring tailed lemur is lying down on the branch
cbd5aaf74e9de14a,ring tailed lemur male
cbd5aaf74e9de14a,A ring tailed lemur is lying down on the branch
e911271cca4a9d36,ring tailed lemur male
e911271cca4a9d36,A ring tailed lemur is lying down on the branch
10bcae5f92b18612,pronghorn antelope male
10bcae5f92b18612,A male pronghorn antelope is running at speeds in the field
47d04be344220ba4,pronghorn antelope male
47d04be344220ba4,A male pronghorn antelope is running at speeds in the field
efdf5b5eed9a4890,pronghorn antelope male
efdf5b5eed9a4890,A male pronghorn antelope is running at speeds in the field
225def4a419b8f55,plains zebra male
b55c36293cdb47bf,plains zebra male
fbebaed970d04c62,plains zebra male
18916433442bd760,puff adder
18916433442bd760,A puff adder is moving away from the pool
6efc9529ed9e7fc5,puff adder
6efc9529ed9e7fc5,A puff adder is moving away from the pool
ad3a9fd00fc69eaf,puff adder
ad3a9fd00fc69eaf,A puff adder is moving away from the pool
10c2e95fab328678,red panda male
a1993557a877621a,red panda male
d0bc4cd0c3bc8ced,red panda male
00beb632ff36011e,cat
c44866f41c8768f3,cat
76386d460969cd1c,concrete dog statue chewing holding bone
76386d460969cd1c,A dog is sitting and holding a bone in its mouth
85e5acde0498e53b,concrete dog statue chewing holding bone
85e5acde0498e53b,A dog is sitting and holding a bone in its mouth
a91a958f77aaaf7a,concrete dog statue chewing holding bone
a91a958f77aaaf7a,A dog is sitting and holding a bone in its mouth
7f9c5a47a8b18f00,bird
7f9c5a47a8b18f00,A tiny bird is returning to the nest
10436dc75a8fa9d4,tibetan bear
148342bfa8f41a31,tibetan bear
33fdb47f963804ae,tibetan bear
2ad8b1381890d17a,bird
2ad8b1381890d17a,A great parrot is traveling between different branches.
78b045d9082fa8a1,bird
78b045d9082fa8a1,A great parrot is traveling between different branches.
d265178183f1045a,bird
d265178183f1045a,A great parrot is traveling between different branches.
03b5427c9cbad7df,aldabra giant tortoise female
40ffabf8d9949b3a,aldabra giant tortoise female
6929c827e1ce8419,aldabra giant tortoise female
344e0698585e098a,giant otter male
344e0698585e098a,A giant otter is standing and resting in a burrow
5d47fcc026aece1e,giant otter male
5d47fcc026aece1e,A giant otter is standing and resting in a burrow
c18dc05027727a8d,giant otter male
c18dc05027727a8d,A giant otter is standing and resting in a burrow
188f8079c7e8e65a,gray wolf
26c8931736dc43fb,gray wolf
ffb83d7326fd48d9,gray wolf
0b98619a32548d8e,galapagos giant tortoise male
6fc741f92c03654d,galapagos giant tortoise male
aa182a1ca33fba10,galapagos giant tortoise male
5e6f1816ab0eebeb,crocodile
5e6f1816ab0eebeb,A crocodile is swimming and diving to catch prey
72996e8a76011909,crocodile
72996e8a76011909,A crocodile is swimming and diving to catch prey
8d3be739b380144a,crocodile
8d3be739b380144a,A crocodile is swimming and diving to catch prey
2721b9a1421f6599,common warthog juvenile
49b1dcc1038c7d6a,common warthog juvenile
85a5e7457d06795b,common warthog juvenile
0c9b5c0c7881583f,springbok juvenile
602f8d20449d6e58,springbok juvenile
c7c9add79b919256,springbok juvenile
0cedfe3226dabe49,brown bear
25eb316bfa00fc98,brown bear
c484f391c112c70f,brown bear
5dce28d98011a696,bongo male
845335c530f24a80,bongo male
e072cf875c16542a,bongo male
6beb33f61a648b30,giant anteater juvenile
6beb33f61a648b30,A giant anteater is resting in a sheltered area
9c0ccaca4f7af75d,giant anteater juvenile
9c0ccaca4f7af75d,A giant anteater is resting in a sheltered area
e7d35ff357dd270d,giant anteater juvenile
e7d35ff357dd270d,A giant anteater is resting in a sheltered area
130ee9cf38dcc2a1,saltwater crocodile juvenile
130ee9cf38dcc2a1,A cuviers dwarf caiman is resting
7160a4036bd716d3,saltwater crocodile juvenile
7160a4036bd716d3,A cuviers dwarf caiman is resting
88bf8bc923ad639b,saltwater crocodile juvenile
88bf8bc923ad639b,A cuviers dwarf caiman is resting
9f890fc4347f91b0,saltwater crocodile juvenile
9f890fc4347f91b0,A cuviers dwarf caiman is resting
1a0240c017cd5737,black cat back arched angry
1a0240c017cd5737,An angry cat is in defense and holding its tail straight up
303ae000f3346db3,black cat back arched angry
303ae000f3346db3,An angry cat is in defense and holding its tail straight up
581129f2e0a8962a,black cat back arched angry
581129f2e0a8962a,An angry cat is in defense and holding its tail straight up
1a418f85ca7808da,thomsons gazelle juvenile
99467c906f40a69f,thomsons gazelle juvenile
d890aa3630d5e8b2,thomsons gazelle juvenile
2db0707188554ab9,canaan dog
a635e529613c6c00,canaan dog
ae93f2d3e0ab350d,canaan dog
0ffc2d1991f4d1e4,gharial male
e505606f158f2955,gharial male
f764a508c643d067,gharial male
20fad05da21b0518,dog remeshed hunting
8240c7ae34b9fcd0,dog remeshed hunting
efa061e775cc76e0,dog remeshed hunting
5192c45bf1ce718c,black wildebeest juvenile
5192c45bf1ce718c,A juvenile black wildebeest is running to the lake
59400f104fce28c2,black wildebeest juvenile
59400f104fce28c2,A juvenile black wildebeest is running to the lake
ed2b9dbd5a8d4f91,black wildebeest juvenile
ed2b9dbd5a8d4f91,A juvenile black wildebeest is running to the lake
067354f955919479,bird
067354f955919479,A huge bird is roosting in a bush
97db07b2d5e4b197,bird
97db07b2d5e4b197,A huge bird is roosting in a bush
c06f7a01098b018b,bird
c06f7a01098b018b,A huge bird is roosting in a bush
3080f1b08986b040,black wildebeest male
b660f7e5959a2ea0,black wildebeest male
f676e480e5f79f05,black wildebeest male
c43879676fbe4462,polar bear
e478035ea7a63a88,polar bear
fb5c86ffdae2de70,polar bear
10b05be54ad24bbf,babirusa female
10b05be54ad24bbf,A female babirusa is foraging for food near water sources
77e419b386f8bb46,babirusa female
77e419b386f8bb46,A female babirusa is foraging for food near water sources
e18ea7c595a3d53d,babirusa female
e18ea7c595a3d53d,A female babirusa is foraging for food near water sources
1b86d214f8445508,fox
1b86d214f8445508,A fox is standing to watch the prey under the tree
654e7e41a4575e77,fox
654e7e41a4575e77,A fox is standing to watch the prey under the tree
cbef81f72fefce7a,fox
cbef81f72fefce7a,A fox is standing to watch the prey under the tree
